KMeans100-SciBert	KMeans130-BioBert	HierClust80-SciBert	HierClust100-BioBert	GMM_BioBert
61	22	18	18	48
86	22	18	18	48
86	22	18	18	48
86	71	18	18	48
86	22	18	18	6
86	22	18	18	48
86	71	18	18	49
86	22	18	18	48
86	22	18	18	47
86	71	18	18	48
86	22	18	18	49
86	71	18	18	49
86	22	18	18	49
86	95	18	18	48
86	22	18	18	48
86	22	18	18	48
86	22	18	18	49
86	22	18	18	48
43	22	48	48	49
96	71	19	9	49
12	71	1	14	83
86	22	9	15	56
84	71	9	15	75
61	22	9	15	49
73	22	26	26	82
73	22	35	35	65
57	71	15	43	82
98	22	56	13	57
79	22	61	61	58
95	22	27	94	36
96	22	19	9	5
82	71	42	20	47
52	22	76	76	52
98	22	78	78	21
73	71	29	29	82
1	71	14	12	82
39	71	42	20	56
13	71	1	81	21
12	71	1	14	21
73	71	14	12	82
50	71	58	28	18
23	71	7	64	73
24	22	28	47	90
26	22	31	7	90
98	22	43	87	22
64	71	23	5	25
32	71	67	67	49
20	22	35	35	65
80	71	5	19	3
74	71	0	50	25
38	71	54	54	65
37	71	36	3	82
23	22	7	42	82
89	22	44	89	6
42	22	45	22	80
74	71	2	6	65
74	22	41	83	27
74	71	41	83	27
96	71	19	9	78
20	71	25	25	86
11	71	20	56	67
49	71	1	14	21
66	71	16	27	49
89	52	72	72	6
28	22	47	23	79
73	71	14	12	82
24	22	28	47	82
26	22	38	38	19
96	71	48	48	49
73	71	14	12	82
73	22	14	88	27
24	22	28	47	49
27	71	17	1	50
0	22	40	40	6
64	71	22	10	27
80	71	68	68	3
5	22	45	22	3
24	22	28	47	49
96	71	48	48	49
43	3	24	11	21
98	71	4	4	40
75	71	2	82	6
89	71	11	2	49
32	22	11	2	49
70	71	52	52	49
73	22	56	13	65
47	22	2	6	59
73	71	22	10	82
64	71	6	16	56
20	22	75	75	91
38	22	0	80	82
50	22	14	12	82
21	71	22	10	50
73	22	14	12	82
73	22	35	35	3
80	71	39	39	90
49	71	48	48	3
68	71	13	55	25
61	71	77	77	28
47	71	13	44	27
83	71	6	41	25
73	22	13	44	25
79	71	32	32	50
65	22	65	65	51
74	71	50	24	33
51	71	31	7	3
75	71	25	25	86
10	22	56	13	53
98	71	4	4	9
26	71	79	79	61
24	22	31	7	49
73	22	26	26	82
73	22	35	35	65
57	71	15	43	82
98	22	56	13	57
79	22	61	61	58
95	22	27	94	36
96	22	19	9	5
82	71	42	20	47
52	22	76	76	52
98	22	78	78	21
50	22	44	89	82
73	71	74	74	27
3	22	13	55	27
20	22	73	36	74
7	22	69	69	56
73	71	35	35	86
89	22	13	55	82
68	22	6	41	82
13	22	1	81	40
84	71	1	81	82
96	22	19	9	49
2	71	6	41	27
55	22	0	50	12
5	71	27	17	40
27	71	17	1	25
73	71	14	12	82
73	22	14	88	50
73	71	33	33	27
73	22	3	85	65
40	22	55	97	82
3	71	22	10	27
73	22	22	10	27
75	71	2	6	82
12	71	21	21	34
7	71	9	15	56
26	22	38	38	49
38	71	23	5	25
73	71	74	74	27
80	22	39	39	82
98	22	4	4	42
26	71	72	72	61
50	22	1	81	21
82	22	1	81	56
20	71	19	9	22
96	22	1	81	49
58	22	63	63	44
20	22	1	81	56
73	22	29	29	27
21	71	22	10	25
50	22	44	89	65
73	22	35	35	65
55	22	70	70	27
37	71	50	24	27
98	22	4	4	40
18	71	51	51	50
73	22	29	29	27
21	71	22	10	25
23	22	50	24	82
73	22	55	8	82
98	71	4	4	40
7	71	57	57	56
3	71	70	70	27
73	22	26	26	82
73	22	35	35	86
37	22	36	3	72
73	71	22	10	27
7	22	69	69	28
75	22	60	60	40
3	71	50	24	27
22	71	9	91	48
75	71	71	71	84
98	22	4	86	66
75	22	60	60	40
38	22	23	5	82
74	22	41	83	72
74	71	2	82	6
38	22	54	54	47
27	71	17	1	50
50	22	15	43	50
23	71	40	40	6
23	22	7	64	33
23	22	7	42	57
10	22	6	16	50
59	71	52	52	49
9	71	45	22	80
67	22	50	24	36
67	71	33	33	3
73	22	35	35	82
79	71	40	40	6
11	71	20	95	17
96	22	42	20	49
67	71	16	27	47
82	22	9	15	56
12	71	21	21	21
24	22	28	47	90
21	71	23	5	82
21	71	22	10	82
64	71	22	10	50
37	71	36	3	82
64	71	69	69	6
19	71	22	10	25
75	71	49	49	25
75	71	49	49	82
19	71	49	49	25
65	71	37	37	50
96	71	9	15	56
68	22	13	55	49
38	22	23	5	27
44	71	55	8	82
57	22	44	89	88
73	71	22	10	27
75	71	49	49	82
26	22	38	38	19
26	71	72	72	61
3	71	15	58	33
70	22	3	84	6
79	71	52	52	6
96	22	1	14	49
61	22	24	11	28
75	71	48	48	49
31	22	69	69	49
21	71	22	10	25
19	22	74	74	27
80	22	48	48	90
64	71	33	33	82
80	71	14	12	82
80	71	14	12	82
73	22	22	10	86
73	71	33	33	33
83	22	47	23	79
43	71	24	11	49
46	71	18	18	6
70	71	67	67	49
64	71	22	10	25
23	22	7	42	50
88	71	32	32	44
77	71	59	59	3
26	52	38	38	49
70	22	11	2	25
19	22	11	2	3
64	71	22	10	25
75	71	2	82	25
70	71	8	0	21
23	22	7	42	50
7	22	9	15	48
89	22	32	32	82
77	71	59	59	3
27	71	17	1	50
80	71	64	31	90
19	71	71	71	40
24	22	13	55	27
74	71	2	6	65
20	71	25	25	86
65	71	65	65	51
79	71	32	32	44
0	71	53	53	6
0	22	53	53	30
0	71	53	53	30
74	71	41	83	30
79	71	40	40	30
0	22	32	32	30
95	71	27	94	20
24	22	28	47	49
24	71	8	0	64
98	22	8	0	34
96	71	21	21	34
80	71	48	48	3
89	71	72	72	64
7	71	24	11	56
41	22	75	75	41
28	22	16	93	6
98	71	43	87	40
2	71	70	70	27
27	71	50	24	50
73	22	35	35	27
73	71	22	10	82
13	71	16	27	82
26	22	38	38	19
73	22	55	8	82
26	71	28	47	90
80	71	43	87	64
98	22	60	60	40
20	71	73	36	74
75	71	42	20	56
49	22	21	21	21
42	22	45	22	80
74	22	50	24	27
12	71	21	21	52
37	71	15	43	82
73	22	29	29	82
89	22	58	28	49
86	22	24	11	49
98	22	43	87	3
85	22	39	39	90
24	22	28	47	90
34	22	14	12	49
73	22	29	29	82
55	22	29	29	27
73	22	56	13	15
50	22	56	13	57
49	71	24	11	7
89	22	24	11	49
96	71	48	48	49
20	22	19	9	22
72	71	20	56	26
20	71	25	25	86
43	71	6	16	88
60	22	58	28	18
98	71	43	87	64
23	22	50	24	73
27	71	15	58	27
13	71	16	27	82
73	22	34	34	3
86	22	9	15	48
75	71	11	2	49
26	71	38	38	49
26	22	38	38	64
49	71	28	47	49
75	71	49	49	82
10	71	15	58	80
41	22	35	35	50
27	71	17	1	50
3	71	6	41	25
38	52	70	70	27
69	22	6	41	12
74	71	0	50	6
86	22	54	54	49
26	71	31	7	19
44	52	6	16	82
26	71	38	38	49
80	71	11	2	82
28	71	47	23	28
2	71	70	70	27
2	52	70	70	27
37	71	36	3	82
74	22	50	24	27
80	71	49	49	3
82	71	9	15	56
49	71	9	15	23
7	71	42	20	56
20	22	19	9	49
80	22	48	48	19
61	22	42	20	56
64	71	22	10	82
3	22	50	24	25
75	71	32	32	6
74	71	41	83	6
73	22	74	74	3
73	71	42	20	56
2	22	29	29	82
64	71	22	10	25
73	22	22	10	50
10	22	67	67	50
3	22	50	24	3
37	71	17	1	33
7	22	69	69	48
66	22	21	21	61
20	22	75	75	22
86	22	47	23	28
73	22	55	97	82
98	71	43	87	22
73	71	36	3	82
59	71	52	52	6
73	71	34	34	3
70	71	31	7	6
66	71	1	14	21
3	71	50	24	50
75	71	45	22	80
32	71	11	2	82
55	22	0	50	82
38	71	13	55	25
36	71	17	1	50
24	71	31	7	19
50	22	44	89	35
24	22	28	96	90
73	22	55	8	82
21	71	23	5	25
7	22	69	69	48
12	22	48	48	56
73	71	15	43	82
73	22	35	35	82
86	22	24	11	49
96	71	69	69	56
26	71	38	38	90
75	71	48	48	6
75	71	22	10	27
80	71	64	31	3
80	71	14	12	82
20	71	25	25	86
68	22	13	55	27
3	71	50	24	50
42	22	45	22	80
18	71	71	71	23
49	71	10	45	20
26	71	31	7	19
61	22	18	18	28
24	71	28	47	49
49	22	21	21	7
75	71	42	20	56
68	22	3	84	6
69	71	6	41	6
51	22	31	7	90
26	71	38	38	90
24	22	28	96	90
73	22	29	29	82
73	22	35	35	65
92	71	30	30	52
57	71	15	43	65
26	71	38	38	49
73	71	14	12	82
20	22	34	34	3
24	71	28	47	82
24	71	2	6	1
20	22	75	75	6
74	71	41	83	72
83	71	47	23	21
92	71	30	30	50
0	71	53	53	6
1	22	16	93	56
73	22	55	8	82
98	22	4	4	70
96	22	19	9	48
66	22	21	21	7
92	71	30	30	49
92	71	30	30	52
89	22	72	72	64
96	71	2	82	6
3	71	50	24	25
73	22	29	29	27
73	22	35	35	27
12	22	69	69	56
70	22	3	85	82
75	71	49	49	82
73	71	14	12	82
73	71	29	29	82
80	71	5	90	3
73	22	36	3	50
37	71	36	3	50
26	71	38	38	49
61	22	77	77	28
89	71	40	40	6
0	71	13	55	6
74	71	50	24	27
96	71	69	69	56
49	22	69	69	49
96	71	42	20	56
96	22	9	15	56
75	22	71	71	49
24	22	28	47	19
80	22	8	0	49
98	8	4	4	40
20	71	25	25	86
24	22	27	17	21
62	22	45	22	6
37	22	0	50	82
20	22	25	25	86
64	71	33	33	82
73	22	22	10	27
98	22	75	75	22
73	22	74	74	27
89	71	16	27	57
86	71	42	20	82
50	22	42	20	82
18	71	42	20	21
86	71	42	20	28
50	22	42	20	56
13	71	24	11	75
86	71	18	18	70
86	22	18	18	49
96	71	42	20	56
98	71	43	87	42
73	71	26	26	82
73	22	15	58	33
20	71	25	25	86
73	71	23	5	82
1	71	14	12	22
23	22	7	42	50
95	71	27	94	82
26	71	38	38	90
68	71	13	55	27
75	71	71	71	23
26	22	31	7	19
82	71	16	27	82
24	22	28	96	90
75	71	42	20	56
68	22	3	84	6
96	22	9	15	40
51	22	31	7	90
24	22	28	96	90
73	22	26	26	82
73	22	35	35	65
73	22	15	58	65
98	22	56	13	57
36	71	33	33	73
89	71	16	93	57
18	71	78	78	3
73	22	26	26	82
73	22	35	35	65
57	71	15	43	82
64	71	33	33	50
98	22	19	9	5
82	71	42	20	47
52	22	76	76	52
98	22	62	62	40
18	22	78	78	6
73	22	26	26	82
73	22	35	35	65
57	71	15	43	82
64	71	33	33	50
98	22	19	9	5
82	71	42	20	47
52	22	76	76	52
98	22	62	62	40
18	22	78	78	6
73	22	14	88	82
73	22	55	97	82
38	22	44	89	82
73	52	15	43	65
12	22	69	69	49
2	71	70	70	27
50	22	4	4	66
89	71	14	12	27
68	71	3	84	6
73	71	15	43	65
98	22	39	39	90
20	22	73	36	11
50	22	58	28	49
7	71	69	69	56
26	22	72	72	65
95	22	56	13	15
50	22	13	55	65
85	22	39	39	90
24	22	28	47	19
89	22	11	2	82
75	71	50	24	27
49	22	48	48	84
80	71	16	93	3
29	113	39	39	34
75	71	2	82	1
49	71	1	14	21
21	71	23	5	25
73	22	34	34	3
73	71	64	31	3
26	22	31	7	49
20	71	25	25	3
67	22	42	20	4
74	71	2	82	6
78	22	0	50	82
65	71	32	32	50
49	22	79	79	7
98	22	48	48	64
12	71	48	48	23
73	22	39	39	90
50	22	4	4	9
24	22	28	47	49
11	71	20	95	67
72	71	20	56	17
12	71	48	48	47
26	22	38	38	19
73	71	14	12	82
19	71	46	46	25
80	22	34	34	3
24	22	28	47	82
64	71	22	10	50
64	71	33	33	15
79	22	61	61	58
73	71	26	26	36
57	71	6	16	82
67	71	9	15	23
36	22	17	1	50
42	22	45	22	80
75	71	2	6	50
12	22	2	6	20
96	22	19	9	5
20	22	73	36	86
82	71	42	20	47
52	22	76	76	52
61	22	77	77	28
98	22	62	62	40
18	71	78	78	50
80	71	14	12	3
61	71	47	23	28
21	71	26	26	82
89	71	52	52	6
10	22	26	26	82
20	71	25	25	86
49	71	24	11	49
73	71	22	10	82
37	22	0	50	82
73	71	23	5	27
80	71	22	10	82
73	71	22	10	50
21	71	67	67	6
73	71	34	34	82
74	71	50	24	27
89	71	14	12	82
7	22	69	69	48
73	22	26	26	82
73	22	35	35	65
18	71	78	78	50
98	22	62	62	40
7	71	42	20	56
73	22	14	88	82
73	22	35	35	82
3	71	50	24	27
73	22	55	97	82
18	71	78	78	50
98	22	62	62	40
2	22	23	5	27
73	71	14	12	82
3	71	50	24	82
26	22	38	38	64
20	22	73	36	74
95	71	2	6	65
49	22	21	21	7
83	22	18	18	28
39	22	69	69	56
12	71	48	48	75
12	22	1	14	49
36	71	36	3	59
73	71	33	33	33
86	71	57	57	48
43	71	27	17	53
98	8	4	86	66
3	71	50	24	27
73	22	35	35	82
24	71	11	2	82
75	22	71	71	28
92	71	30	30	50
26	71	38	38	49
73	22	29	29	27
73	22	27	17	82
37	71	36	3	50
37	71	17	1	33
66	71	69	69	34
86	22	47	23	28
73	71	16	93	82
50	22	44	89	57
73	71	22	10	27
73	71	36	3	50
21	71	46	46	6
95	71	27	94	36
83	22	47	23	60
73	22	22	10	27
37	71	36	3	82
3	71	6	41	82
80	71	48	48	49
21	71	67	67	82
12	22	69	69	56
3	71	50	24	27
64	71	22	10	82
42	71	45	22	80
28	22	47	23	28
42	71	45	22	80
94	22	37	37	50
75	71	42	20	56
75	71	9	15	82
67	71	9	15	23
24	71	28	47	49
18	71	51	51	49
79	71	61	61	58
20	71	75	75	6
95	71	27	94	72
95	71	47	23	21
0	71	53	53	6
96	71	16	93	49
73	22	55	8	82
50	22	4	4	42
96	22	19	9	48
66	22	21	21	7
92	71	30	30	52
68	71	3	84	6
73	71	15	43	65
98	22	39	39	90
20	22	73	36	11
50	22	58	28	49
3	71	50	24	27
82	71	30	30	49
61	71	47	23	28
20	71	25	25	86
49	71	24	11	49
24	22	79	79	61
24	71	8	0	49
13	22	60	60	40
1	22	14	88	27
50	22	56	13	57
57	22	6	16	13
68	71	70	70	27
38	71	54	54	6
10	71	45	22	53
59	52	68	68	3
73	52	15	43	65
20	22	25	25	86
28	71	47	23	79
49	22	24	11	49
98	22	43	87	3
49	22	24	11	20
38	71	23	5	25
64	71	22	10	25
59	71	68	68	3
73	71	74	74	82
73	71	55	8	82
73	22	55	8	82
24	22	28	47	57
23	22	7	42	50
55	22	6	16	82
84	71	19	9	49
74	71	0	50	27
23	22	7	64	33
74	22	41	83	72
43	71	66	66	12
7	71	57	57	56
96	71	42	20	56
75	71	10	92	6
80	22	48	48	90
75	71	10	92	6
98	22	47	23	6
61	71	77	77	28
38	22	13	55	25
38	71	13	55	25
38	71	33	33	82
36	71	36	3	82
64	71	33	33	50
43	71	21	21	61
12	22	24	11	47
20	71	75	75	22
49	22	24	11	49
64	71	6	16	50
20	71	25	25	86
24	22	28	96	19
21	71	23	5	82
21	71	22	10	82
64	71	22	10	50
37	71	36	3	82
64	71	69	69	6
73	22	14	88	82
73	22	55	8	82
74	71	50	24	27
21	71	46	46	50
26	71	28	47	90
12	71	69	69	23
80	71	43	87	3
98	22	43	87	64
96	71	54	54	49
3	22	72	72	27
95	71	27	17	82
41	22	27	17	50
1	71	14	12	82
98	22	43	87	64
96	71	54	54	49
3	22	72	72	27
95	71	27	17	82
41	22	27	17	50
70	22	34	34	3
38	71	52	52	50
75	71	67	67	3
20	71	25	25	49
73	71	15	58	82
12	22	69	69	56
73	22	55	97	82
32	71	26	26	65
73	22	35	35	65
20	22	73	36	74
74	71	2	6	65
98	22	43	87	42
49	71	21	21	61
24	22	28	47	49
45	71	67	67	80
73	71	29	29	82
31	71	76	76	3
3	22	20	56	13
49	71	21	21	21
52	71	24	11	52
99	71	51	51	21
98	22	60	60	40
67	71	26	26	82
73	22	29	29	82
73	22	35	35	86
73	52	15	43	65
21	71	23	5	25
3	71	50	24	27
73	71	34	34	27
73	71	64	31	82
0	71	2	82	6
20	71	19	9	22
27	71	49	49	50
24	22	28	47	49
65	22	65	65	51
94	22	37	37	49
75	22	2	82	1
0	71	53	53	30
79	22	40	40	49
20	71	73	36	74
89	22	8	0	22
49	71	79	79	21
73	22	29	29	27
73	71	55	97	82
73	22	35	35	82
73	22	74	74	27
13	22	60	60	40
73	22	34	34	82
57	22	6	16	13
68	71	70	70	27
38	71	54	54	6
10	71	45	22	53
59	64	68	68	3
73	52	15	43	65
20	22	25	25	86
28	71	47	23	79
98	22	43	87	3
49	22	24	11	20
80	71	14	12	82
20	22	35	35	27
64	71	22	10	82
7	22	9	15	56
73	71	15	43	65
70	71	48	48	49
89	22	11	2	3
18	71	10	92	14
73	22	22	10	82
28	22	47	23	28
20	22	73	36	11
92	71	30	30	52
31	71	76	76	47
73	71	15	43	65
70	71	48	48	49
89	22	11	2	3
18	71	10	92	14
73	22	22	10	82
28	22	47	23	28
20	22	73	36	11
92	71	30	30	52
31	71	76	76	47
7	22	69	69	48
73	22	29	29	27
24	22	28	47	90
74	71	67	67	65
73	22	35	35	82
50	22	56	13	57
7	22	69	69	48
20	71	66	66	82
73	71	14	12	82
73	22	56	13	50
24	71	28	47	49
75	71	28	47	50
75	71	67	67	59
96	22	9	15	48
24	22	28	47	90
74	71	41	83	72
83	71	47	23	21
92	71	30	30	50
0	71	53	53	6
1	22	16	93	56
73	71	29	29	82
98	22	4	4	70
96	22	19	9	48
92	71	30	30	49
20	71	75	75	6
27	22	33	33	50
96	22	19	9	48
71	22	78	78	57
28	71	47	23	56
73	71	22	10	27
73	71	36	3	50
21	71	46	46	6
95	71	27	94	36
83	22	47	23	60
32	71	16	27	49
43	71	66	66	23
73	71	12	73	82
38	71	23	5	27
38	71	13	44	25
64	71	46	46	50
21	71	22	10	27
73	22	55	97	65
67	71	13	55	25
73	22	74	74	27
80	71	49	49	82
74	71	53	53	27
74	22	0	50	27
88	22	63	63	44
27	71	17	1	50
94	22	37	37	50
64	71	32	32	50
94	22	37	37	3
23	22	7	42	33
42	22	45	22	80
53	22	44	89	82
70	22	13	44	90
98	22	62	62	66
82	71	9	15	47
20	22	16	93	74
22	95	9	91	49
80	71	42	20	56
86	22	18	18	6
86	22	42	20	49
86	22	42	20	83
50	22	58	28	6
86	71	57	57	48
44	71	42	20	75
67	71	9	15	47
86	22	18	18	49
20	71	25	25	74
28	22	47	23	46
49	71	21	21	21
24	22	28	47	90
12	22	69	69	3
73	22	26	26	82
24	22	15	58	33
61	71	47	23	49
61	71	47	23	49
61	22	77	77	28
20	71	25	25	86
0	71	53	53	30
96	71	9	15	49
38	22	14	12	82
80	22	16	93	65
73	22	35	35	82
4	99	31	7	76
98	22	8	0	90
51	22	31	7	43
89	71	16	93	49
68	71	2	6	65
64	71	2	6	25
74	71	2	6	65
75	71	67	67	6
74	71	41	83	27
34	22	40	40	44
79	22	40	40	63
79	22	40	40	6
74	22	41	83	82
58	22	63	63	30
74	22	41	83	27
98	71	58	28	49
88	71	40	40	44
61	71	19	9	28
67	71	27	94	6
61	22	18	18	48
80	71	25	25	82
49	71	79	79	61
24	22	28	47	90
89	71	58	28	49
73	22	14	88	82
73	22	55	8	82
74	71	50	24	27
73	22	29	29	82
21	22	14	12	82
38	71	13	55	25
89	52	16	93	19
73	22	55	8	27
7	22	69	69	28
73	71	5	19	33
73	71	64	31	27
72	22	20	56	13
93	71	48	48	82
0	71	53	53	30
49	22	69	69	21
70	22	60	60	40
19	71	71	71	86
24	71	49	49	1
51	71	28	47	90
23	71	32	32	82
72	22	27	94	27
77	22	59	59	3
75	71	49	49	56
42	71	45	22	80
64	71	22	10	27
26	22	31	7	90
24	22	28	96	90
73	71	35	35	82
43	71	24	11	20
50	22	44	89	9
24	22	28	47	1
74	71	67	67	65
12	71	1	14	49
24	22	28	47	1
74	71	67	67	65
12	71	1	14	49
19	71	71	71	56
64	22	23	5	25
73	71	34	34	27
75	22	11	2	3
21	71	22	10	82
74	71	2	6	65
0	71	2	82	1
47	71	2	6	59
42	22	45	22	80
12	71	48	48	49
24	22	28	47	49
24	22	28	96	90
80	71	8	0	38
80	71	8	0	38
70	22	31	7	90
21	71	67	67	80
25	71	51	51	49
49	71	21	21	84
47	71	0	80	50
21	71	23	5	25
18	71	78	78	50
73	71	35	35	3
73	22	34	34	3
80	71	5	90	3
12	71	24	11	49
83	22	47	23	28
73	22	29	29	82
36	71	17	1	50
70	71	3	85	49
73	22	35	35	27
74	71	50	24	27
20	71	1	81	6
26	71	79	79	61
73	22	55	97	82
70	52	43	87	3
64	71	33	33	82
19	22	50	24	50
23	71	32	32	33
8	71	71	71	6
96	22	19	9	22
96	22	19	9	84
12	71	19	9	75
75	71	71	71	56
32	71	71	71	49
26	22	79	79	61
24	22	28	47	49
7	22	42	20	56
89	71	52	52	82
32	71	16	93	82
0	22	53	53	30
20	22	35	35	82
77	71	59	59	50
89	22	72	72	6
61	71	42	20	56
28	71	16	93	49
38	71	55	8	82
1	22	27	17	57
85	22	3	85	6
1	52	76	76	49
74	22	50	24	27
73	22	26	26	82
86	71	30	30	28
73	22	29	29	82
73	22	35	35	82
73	22	74	74	82
73	22	22	10	82
26	22	72	72	64
88	71	40	40	44
73	71	29	29	82
73	22	35	35	27
49	71	21	21	84
49	71	24	11	49
61	71	47	23	28
75	71	69	69	23
20	22	25	25	22
24	22	15	58	33
13	71	9	15	3
49	22	28	47	49
73	71	55	8	82
80	52	5	90	82
73	71	3	85	65
73	52	15	43	65
12	71	48	48	75
70	22	19	9	49
96	71	19	9	49
20	22	1	81	49
70	71	48	48	49
12	22	24	11	49
18	71	10	92	50
28	22	47	23	28
83	22	13	55	13
20	71	25	25	74
80	22	5	19	86
75	71	2	6	59
94	22	37	37	51
0	71	53	53	30
75	71	24	11	47
31	71	76	76	47
73	22	14	88	82
73	22	55	8	82
74	71	50	24	27
73	22	35	35	86
64	22	55	8	6
20	71	73	36	74
64	71	33	33	82
59	22	68	68	3
89	22	72	72	49
70	34	5	90	3
78	22	9	15	52
73	71	16	93	3
20	22	1	81	82
78	71	5	90	82
89	71	3	85	82
