KMeans100-SciBert	KMeans130-BioBert	HierClust80-SciBert	HierClust100-BioBert	GMM_BioBert
70	22	4	83	3
26	71	13	5	49
85	22	2	19	43
70	71	22	92	6
26	71	24	24	21
70	22	67	67	90
49	71	67	67	64
70	22	59	59	6
96	71	21	1	22
73	22	40	4	82
75	71	78	78	1
12	71	62	62	49
15	22	53	2	5
73	22	38	38	3
32	71	40	4	49
79	71	30	6	6
12	71	25	12	49
73	22	42	20	27
70	22	30	6	49
59	71	3	84	50
26	71	5	85	49
1	22	42	20	27
39	71	62	62	56
98	22	68	68	5
73	52	73	73	65
4	3	23	23	77
15	22	53	2	5
26	71	0	80	90
75	71	41	41	40
73	22	42	20	82
12	71	1	64	56
21	71	52	25	82
80	71	39	9	82
70	71	35	35	40
75	71	78	78	1
12	71	10	54	49
75	71	27	27	50
75	71	16	16	3
75	71	44	21	6
75	71	44	21	3
75	71	10	54	56
75	71	12	88	90
75	71	19	90	90
70	22	32	7	3
95	71	52	25	6
7	71	10	54	49
26	52	0	53	49
51	71	61	61	90
19	22	15	97	82
19	71	79	79	40
70	71	22	92	82
15	22	28	13	5
1	22	31	98	27
15	22	53	2	22
70	22	4	83	49
70	22	75	75	6
19	22	15	81	82
73	22	34	34	3
51	22	37	37	90
89	71	58	28	82
80	22	19	90	90
5	22	31	98	27
70	71	4	83	3
24	71	19	22	90
19	22	32	7	49
51	71	18	18	90
51	71	13	95	76
51	22	13	95	90
19	71	15	81	25
70	22	39	9	49
32	22	52	25	6
80	71	39	9	82
70	71	4	83	49
59	22	75	75	82
15	22	53	2	5
73	71	58	28	82
74	71	44	21	6
85	22	2	40	43
24	22	39	9	49
20	71	10	87	22
79	71	47	47	6
59	95	44	21	3
58	22	72	72	44
32	71	31	98	82
82	71	62	62	56
79	22	30	6	49
59	64	71	71	49
5	22	64	31	40
80	71	18	18	90
70	22	4	83	3
12	22	27	27	75
24	22	18	18	90
8	22	20	91	49
12	22	20	91	49
70	71	35	35	40
24	22	54	26	82
75	22	10	54	49
96	71	27	27	56
70	71	12	88	90
19	22	18	18	90
1	22	9	39	57
15	22	45	10	5
70	22	4	83	3
18	71	40	4	6
98	22	2	19	43
96	71	62	62	56
70	22	19	22	90
1	22	9	39	57
15	22	28	13	5
70	22	4	83	65
18	71	40	4	6
96	71	62	62	56
80	22	19	22	90
1	22	9	39	57
15	22	28	13	5
70	22	4	83	65
18	71	40	4	6
96	71	62	62	56
80	22	19	22	90
73	22	38	38	49
70	22	32	7	82
15	22	45	10	5
21	71	40	4	6
59	71	3	0	50
82	71	62	62	56
89	71	31	98	27
70	22	32	7	3
59	71	3	0	6
59	64	71	71	3
18	71	40	4	6
43	22	64	31	40
73	22	9	39	3
19	22	41	41	40
75	22	38	38	3
79	22	32	7	82
32	71	40	4	6
78	22	35	35	6
89	22	26	11	6
73	71	58	28	82
80	71	19	22	90
85	71	22	14	49
98	71	33	33	64
4	71	37	37	76
51	71	12	58	49
26	71	24	24	49
51	71	13	5	76
49	22	20	32	64
49	22	20	32	84
24	22	19	90	90
24	22	54	26	38
15	22	53	2	22
70	22	2	19	6
73	22	38	38	25
59	71	4	45	3
12	71	27	27	56
73	22	42	20	27
98	22	33	33	40
80	22	60	60	22
70	22	51	51	49
80	71	19	90	90
4	22	37	37	76
19	22	15	97	82
70	22	4	45	3
50	22	64	31	40
31	71	27	27	28
15	22	28	13	5
98	71	33	33	64
24	22	54	26	90
85	22	22	14	90
51	71	13	5	77
19	22	40	4	3
7	71	62	62	56
80	22	19	22	90
73	22	42	20	82
73	22	15	81	3
79	71	30	6	49
18	22	40	4	6
98	71	19	90	90
21	22	40	4	49
7	71	62	62	56
80	22	19	22	90
89	71	7	30	57
75	71	50	50	3
80	71	19	90	90
26	22	18	18	90
51	22	13	95	90
12	22	20	32	49
1	22	9	39	57
79	22	30	6	49
15	22	45	10	5
32	71	40	4	6
21	71	16	16	82
73	71	16	16	82
73	22	42	20	82
73	71	10	54	27
72	71	44	21	6
70	71	11	44	64
24	71	19	22	90
4	71	37	37	76
1	22	42	20	27
86	22	1	64	48
98	71	19	90	90
26	22	13	5	90
75	71	39	9	3
24	22	18	18	90
98	22	63	63	40
65	71	47	47	6
4	71	13	5	40
26	71	20	32	7
73	22	42	20	82
34	22	30	6	49
89	22	7	30	5
15	22	45	10	5
70	71	39	9	90
85	71	26	49	82
98	52	48	48	82
98	22	8	8	40
80	71	42	20	3
96	22	15	81	82
73	22	34	34	3
70	22	4	83	65
59	71	3	84	6
15	22	53	2	5
19	22	15	81	3
70	22	4	83	65
59	71	3	84	6
13	22	41	41	40
80	71	39	9	82
89	22	15	97	3
59	71	3	0	6
59	22	4	45	3
70	103	71	71	3
98	22	39	9	3
70	22	32	7	3
59	71	3	0	6
59	64	71	71	3
18	71	40	4	6
43	22	64	31	40
80	22	38	38	25
4	71	13	5	52
70	22	22	92	6
24	95	20	32	61
89	22	20	32	49
24	22	48	48	49
73	22	32	7	82
36	71	11	44	82
12	22	27	27	22
59	71	3	0	6
1	71	52	25	6
50	22	68	68	6
98	71	55	55	5
80	22	54	26	90
68	22	6	3	6
19	22	15	81	25
15	22	28	13	5
70	22	4	45	3
70	22	22	92	6
89	22	26	11	6
89	71	3	0	6
18	22	40	4	49
96	71	19	90	22
70	22	68	68	57
13	71	79	79	40
12	22	27	27	56
0	71	78	78	65
0	71	78	78	1
47	71	78	78	59
80	22	15	81	3
70	71	32	7	3
59	71	32	7	3
43	71	25	12	82
73	22	42	20	82
73	22	34	34	3
70	71	4	83	3
86	71	1	64	49
1	22	42	20	82
89	95	30	6	49
12	22	62	62	56
12	71	62	62	49
73	71	42	20	82
64	22	52	25	3
98	71	77	77	90
12	71	25	12	49
73	22	42	20	82
64	22	52	25	3
98	71	77	77	90
19	71	32	7	3
15	22	53	2	5
98	22	6	93	58
80	71	25	12	82
85	22	2	40	43
26	22	24	24	90
70	22	32	7	3
5	22	39	9	25
70	71	18	18	3
24	22	39	9	34
32	71	46	46	22
51	71	61	61	90
15	22	31	52	82
1	71	39	9	82
75	71	69	69	3
73	71	39	9	82
95	71	11	89	82
73	22	16	16	82
95	22	16	16	57
21	71	52	25	65
70	71	57	57	6
32	71	46	46	22
4	71	13	5	77
89	71	7	30	82
19	22	15	81	25
19	71	18	18	3
70	71	65	65	3
59	71	3	0	82
73	22	42	20	82
96	71	27	27	49
26	71	67	67	64
59	52	48	48	22
31	71	5	85	52
70	71	8	8	22
19	22	15	97	3
70	22	32	7	22
51	71	13	5	90
7	22	1	82	49
19	71	52	25	25
75	71	16	16	82
12	71	1	64	49
80	71	19	90	90
15	22	53	2	5
1	22	42	20	27
89	22	30	6	6
12	71	1	64	49
80	71	33	33	90
70	22	39	9	82
24	22	54	26	38
88	71	43	43	49
59	71	3	0	6
1	71	52	25	6
50	22	68	68	6
98	71	55	55	5
26	22	54	26	64
68	22	6	3	6
8	22	15	97	82
70	22	4	83	3
59	71	3	0	6
70	22	32	7	3
59	71	3	0	6
59	64	71	71	3
18	71	40	4	6
12	22	27	27	49
70	22	32	7	3
59	71	3	0	6
59	64	71	71	3
18	71	40	4	6
12	22	27	27	49
15	22	31	98	27
70	22	4	83	65
96	22	66	66	49
80	22	19	90	64
73	22	42	20	82
89	22	20	32	49
79	71	30	6	49
73	22	32	7	82
23	22	16	16	33
49	22	20	32	49
1	22	9	39	57
49	22	20	32	61
49	71	20	32	49
80	22	19	22	90
89	71	20	32	49
1	22	31	98	3
15	22	28	13	5
98	22	8	8	40
73	22	42	20	82
96	22	15	81	82
73	22	34	34	3
70	22	4	83	65
59	71	3	84	6
80	22	60	60	3
24	71	8	8	64
19	71	52	25	25
89	22	32	7	82
59	71	3	0	50
59	64	71	71	3
75	22	41	41	40
70	71	19	90	90
98	71	33	33	3
70	71	48	48	21
70	71	6	3	20
67	71	10	54	47
80	71	25	12	49
80	71	16	16	3
88	22	21	1	56
7	22	21	1	56
96	22	21	1	56
88	22	21	1	56
88	22	21	1	56
86	22	21	1	56
86	22	21	1	56
34	22	21	1	49
38	71	1	64	56
82	22	10	54	48
67	71	10	54	47
82	71	10	54	47
22	71	10	54	49
73	71	25	12	52
7	71	1	82	56
12	71	27	27	49
51	22	13	5	19
43	22	8	8	22
89	22	60	60	49
70	22	4	45	3
70	22	3	0	6
5	22	64	31	40
24	71	54	26	90
89	22	60	60	3
15	22	28	13	5
34	95	30	6	21
70	71	66	66	19
7	71	1	64	49
96	71	21	1	48
38	22	42	20	27
70	71	4	83	3
86	71	1	64	49
50	22	68	68	57
15	22	45	10	5
50	22	64	31	40
73	22	38	38	3
89	22	60	60	49
79	22	51	51	59
34	71	7	30	59
7	22	1	82	56
98	22	77	77	90
51	71	61	61	90
98	71	12	58	3
80	71	52	25	82
70	22	4	83	3
70	71	32	7	3
43	22	64	31	40
70	22	35	35	22
12	71	27	27	23
98	22	8	8	22
75	71	78	78	1
24	22	39	9	6
70	22	4	83	49
24	22	19	22	90
24	22	39	9	6
70	22	4	83	49
24	22	19	22	90
19	22	18	18	40
51	71	61	61	90
70	22	19	90	90
51	71	61	61	90
80	22	60	60	49
15	22	53	2	5
12	71	25	12	49
96	22	44	21	40
51	22	13	5	49
18	22	40	4	6
51	22	61	61	21
24	22	24	24	90
51	22	61	61	90
12	71	46	46	3
15	71	53	2	5
70	71	50	50	49
89	71	3	0	6
79	22	30	6	49
32	71	52	25	49
51	71	56	56	76
89	22	15	97	3
96	71	20	32	49
98	71	77	77	90
68	71	59	59	6
26	71	20	32	7
64	71	11	44	82
12	22	1	64	56
26	71	19	22	90
73	71	58	28	82
15	22	45	10	5
15	22	45	10	5
8	22	15	97	3
34	22	30	6	21
70	22	67	67	90
12	22	62	62	49
96	22	21	1	56
12	71	27	27	21
59	64	71	71	3
70	22	5	42	19
75	71	78	78	1
85	22	22	14	6
12	22	20	32	49
15	22	53	2	5
73	22	34	34	3
79	22	30	6	49
24	22	54	26	49
4	22	13	95	77
89	22	60	60	22
70	22	4	83	65
59	64	71	71	3
19	22	15	97	82
70	22	4	45	3
98	71	33	33	64
26	22	54	26	90
80	22	60	60	3
89	22	32	7	82
89	71	3	0	6
59	64	71	71	3
96	71	66	66	49
12	71	66	66	49
26	71	0	53	65
73	71	16	16	82
38	71	16	16	27
38	71	16	16	25
21	71	52	25	50
21	71	16	16	27
73	22	11	89	65
75	71	52	25	25
96	99	66	66	22
86	71	10	54	56
86	22	10	54	49
86	22	10	54	83
86	22	21	1	6
86	71	10	54	48
44	71	10	54	75
67	71	10	54	47
74	71	17	17	25
89	22	60	60	3
64	71	52	25	82
73	22	32	7	82
15	22	28	13	5
12	71	1	64	49
98	22	64	31	40
98	71	63	63	40
75	71	19	90	64
89	22	14	15	42
51	71	61	61	90
73	22	42	20	82
59	71	3	0	50
34	22	30	6	63
89	22	15	97	3
12	22	1	64	49
24	71	19	90	90
18	71	66	66	50
24	22	20	32	7
51	22	61	61	76
98	22	53	2	5
89	22	60	60	49
70	22	4	45	3
70	22	51	51	3
75	71	47	47	3
43	22	64	31	40
98	22	63	63	40
24	71	18	18	90
70	22	22	92	90
15	22	45	10	5
8	71	15	97	82
59	22	3	0	50
59	22	4	83	65
70	22	66	66	3
70	22	65	65	3
73	71	16	16	57
73	22	16	16	82
21	71	52	25	50
43	71	25	12	21
78	71	35	35	6
80	71	19	90	90
70	22	59	59	6
19	22	18	18	40
89	22	31	98	25
89	22	39	9	82
32	22	43	43	49
89	71	31	52	57
32	71	43	43	49
89	71	31	52	82
32	71	43	43	49
26	22	0	80	49
12	22	63	63	40
70	71	4	45	49
89	71	20	32	49
73	22	42	20	82
73	22	34	34	3
70	22	4	83	3
86	71	1	64	49
73	22	42	20	82
82	71	62	62	56
70	71	65	65	49
73	22	42	20	82
15	22	45	10	5
78	71	19	90	64
1	71	10	87	49
65	22	17	17	33
19	22	20	32	49
15	22	53	2	5
79	22	30	6	6
73	22	9	86	57
15	22	53	2	5
12	22	27	27	28
70	22	18	18	19
80	71	76	76	82
24	71	18	18	49
70	71	4	45	3
26	52	0	53	64
32	71	5	85	49
99	71	10	54	22
15	22	53	2	5
26	71	13	5	77
70	71	32	7	82
89	22	60	60	49
89	22	14	15	6
15	22	53	2	5
4	71	37	37	76
80	22	38	38	3
80	22	15	81	82
79	71	30	6	6
59	22	75	75	3
96	22	1	82	56
49	22	41	41	40
89	22	60	60	3
32	71	40	4	49
59	22	30	6	6
96	71	25	12	49
1	22	9	39	57
15	22	28	13	5
70	22	4	83	65
18	71	40	4	6
96	71	62	62	56
80	22	19	22	90
32	71	40	4	6
15	22	53	2	5
19	22	15	81	82
79	71	30	6	49
12	71	25	12	49
70	71	66	66	19
24	22	19	90	90
51	71	13	5	90
73	22	34	34	3
59	71	3	0	50
70	22	6	3	6
70	22	4	83	3
12	22	1	64	56
19	22	40	4	25
15	22	45	10	5
51	71	61	61	76
79	22	53	2	5
80	22	38	38	49
70	22	32	7	22
32	71	52	25	6
59	71	3	0	50
70	71	71	71	3
26	71	13	5	90
73	71	58	28	82
59	22	4	83	65
25	22	46	46	6
4	71	56	56	76
4	22	37	37	76
15	22	53	2	42
73	71	58	28	82
89	22	52	25	82
59	22	4	83	65
86	22	1	82	48
73	22	65	65	82
19	22	15	81	3
70	22	4	83	3
59	52	71	71	3
73	22	76	76	82
12	71	27	27	49
15	22	53	2	5
98	71	63	63	40
80	71	50	50	3
70	71	19	90	90
51	71	18	18	90
4	22	56	56	90
15	22	45	10	5
98	22	42	20	27
70	22	19	90	90
59	71	3	0	49
21	71	52	25	25
70	71	26	11	6
19	22	15	81	3
70	22	4	83	3
59	52	71	71	3
73	22	76	76	82
12	71	27	27	49
51	71	61	61	90
15	22	53	2	5
8	22	15	97	3
70	22	51	51	22
98	8	6	3	49
73	71	73	73	82
15	22	45	10	5
70	22	32	7	3
88	71	17	17	6
88	71	17	17	6
4	71	37	37	76
98	71	12	58	40
15	22	45	10	5
73	22	32	7	49
25	22	46	46	49
96	22	62	62	56
43	71	25	12	21
85	22	2	40	43
70	22	47	47	6
75	22	67	67	64
73	71	58	28	82
59	22	4	83	65
25	22	46	46	6
73	22	42	20	82
43	71	40	4	49
49	71	27	27	49
19	71	15	97	25
51	71	49	99	52
49	22	27	27	49
70	22	4	83	3
59	22	75	75	3
75	22	63	63	40
51	71	61	61	40
26	71	54	26	90
70	22	22	92	6
19	22	15	81	3
70	22	4	45	3
59	22	3	84	50
15	22	45	10	5
43	22	64	31	40
70	22	22	92	43
80	22	19	22	90
51	71	61	61	90
7	22	1	82	48
32	71	52	25	25
70	22	75	75	82
73	71	34	34	3
59	22	4	83	3
70	71	35	35	6
80	71	19	22	90
89	99	14	15	57
49	22	20	32	34
49	22	66	66	20
49	22	20	32	49
73	71	58	28	82
15	22	28	13	5
70	22	4	45	65
80	71	19	22	90
28	71	10	87	46
70	71	19	90	90
26	22	14	15	19
12	22	20	91	49
51	22	20	91	49
26	22	20	91	49
51	22	61	61	49
19	71	31	98	82
70	22	32	7	49
19	71	52	25	21
59	71	3	0	3
24	22	19	90	49
70	71	19	22	90
89	22	60	60	49
15	22	45	10	5
70	22	59	59	6
70	22	67	67	90
79	22	30	6	49
89	64	3	0	6
96	71	21	1	48
96	52	21	1	49
15	22	53	2	5
58	22	72	72	44
7	22	63	63	40
19	22	79	79	40
75	22	63	63	40
98	71	44	21	67
70	22	18	18	43
51	71	13	5	19
26	22	24	24	19
15	22	8	8	22
19	22	15	81	25
70	22	4	45	3
89	71	3	0	6
85	22	26	11	6
24	71	54	26	90
24	22	18	18	90
61	22	62	62	56
24	71	47	47	49
80	71	40	4	59
51	22	61	61	76
43	22	8	8	22
89	22	15	97	3
70	22	4	45	3
70	22	51	51	3
70	22	3	0	6
75	71	47	47	59
24	22	18	18	90
73	22	34	34	3
70	71	4	45	49
98	15	6	3	49
54	71	52	25	6
15	22	53	2	22
80	22	33	33	3
24	71	67	67	90
12	71	1	64	56
98	22	6	3	6
73	71	73	73	82
51	71	61	61	90
26	22	13	5	64
73	71	58	28	82
49	71	19	90	64
49	71	19	90	64
58	22	72	72	44
51	22	61	61	76
26	22	8	8	22
80	22	15	97	82
12	22	25	12	49
70	22	4	45	3
70	22	51	51	3
70	22	3	0	6
75	71	47	47	50
